usage_frequency,subscription_type,login_activity,support_tickets,payment_history,avg_session_minutes,monthly_spend,tenure_months,region,churn
18.2,monthly,31.56,4,on_time,22.26,92.19,2,MEA,0
11.2,annual,41.42,2,failed,,100.56,12,APAC,1
21.17,annual,10.48,0,on_time,14.67,53.43,13,NA,0
,quarterly,10.35,2,delayed,6.58,100.08,7,EU,0
24.78,monthly,17.44,1,failed,12.52,129.6,4,MEA,1
21.03,quarterly,25.28,3,chargeback,6.04,90.51,5,NA,1
11.15,annual,,5,failed,21.84,53.52,35,APAC,1
36.41,annual,10.78,3,on_time,13.42,38.63,21,MEA,0
19.89,monthly,22.06,1,on_time,14.48,125.69,4,APAC,1
12.15,monthly,,2,chargeback,11.3,71.7,10,APAC,1
17.44,monthly,31.25,2,on_time,6.54,77.27,1,EU,1
20.42,monthly,22.49,2,on_time,19.28,154.8,12,MEA,0
20.15,quarterly,1.05,3,failed,,109.84,4,EU,1
19.47,monthly,26.24,0,delayed,20.6,116.08,30,LATAM,0
22.77,monthly,39.4,0,on_time,4.49,129.96,37,EU,0
22.08,monthly,22.32,1,on_time,,40.32,39,APAC,0
10.07,monthly,32.86,4,on_time,14.25,126.97,6,LATAM,0
30.76,monthly,16.44,1,failed,19.66,130.78,4,APAC,1
29.78,monthly,28.22,2,on_time,2.0,71.51,11,NA,0
21.61,monthly,13.81,1,on_time,17.46,105.06,11,NA,0
16.27,annual,19.29,2,on_time,14.56,99.98,2,LATAM,0
,monthly,19.38,3,failed,13.68,64.18,8,APAC,0
13.73,monthly,27.24,0,failed,14.41,109.61,12,,1
14.64,monthly,12.93,2,on_time,11.42,66.21,4,LATAM,0
1.0,monthly,5.89,2,on_time,6.53,156.58,6,MEA,1
,monthly,27.17,2,on_time,7.41,88.53,16,LATAM,0
24.24,monthly,26.76,1,on_time,15.16,99.88,16,APAC,0
4.26,monthly,23.24,0,on_time,22.87,38.43,26,MEA,0
22.23,monthly,32.26,2,on_time,,95.09,2,LATAM,0
15.95,quarterly,19.77,1,,16.38,118.16,14,NA,0
14.61,monthly,,2,on_time,12.07,58.95,21,MEA,0
19.45,monthly,18.15,1,on_time,27.38,69.38,36,EU,0
3.8,quarterly,19.16,8,on_time,19.09,64.1,10,,1
15.92,monthly,25.74,4,on_time,18.57,51.68,12,APAC,1
16.56,monthly,46.93,0,delayed,7.01,47.73,10,APAC,0
16.56,monthly,30.17,1,on_time,16.53,112.82,13,NA,0
6.43,monthly,28.03,1,on_time,7.57,48.56,27,NA,0
19.13,monthly,30.51,1,chargeback,27.49,34.06,24,NA,0
23.42,annual,,2,,9.95,62.19,7,APAC,0
18.85,annual,25.51,1,failed,11.36,76.86,12,LATAM,0
14.4,annual,32.02,2,on_time,11.1,90.22,10,,0
34.82,monthly,22.93,2,delayed,12.78,59.15,9,NA,0
9.53,monthly,21.53,1,on_time,,67.53,19,APAC,0
21.41,monthly,11.66,1,on_time,15.02,99.15,10,NA,0
17.7,monthly,17.23,2,delayed,15.25,109.33,20,NA,1
,monthly,12.83,2,delayed,19.31,118.82,10,NA,0
,monthly,32.99,2,,5.9,97.43,9,APAC,0
20.21,monthly,38.52,1,delayed,19.49,37.58,12,,0
19.54,monthly,43.29,0,on_time,15.81,59.49,51,LATAM,0
8.59,monthly,12.65,0,failed,10.78,119.11,6,,0
9.92,quarterly,14.65,1,delayed,15.79,133.58,8,NA,1
14.07,monthly,13.75,3,on_time,15.68,81.54,3,APAC,1
22.7,annual,10.8,1,failed,2.0,71.17,8,MEA,0
17.63,monthly,,1,failed,23.25,55.97,2,,1
14.55,monthly,16.33,0,delayed,22.25,123.77,2,LATAM,0
25.61,monthly,31.62,1,on_time,7.16,54.37,17,APAC,0
2.12,monthly,14.1,2,delayed,10.47,138.93,21,,1
6.93,monthly,33.58,1,on_time,23.12,81.71,41,EU,0
1.0,monthly,37.04,0,on_time,18.99,59.92,6,NA,0
24.46,quarterly,25.14,2,failed,17.33,34.07,6,NA,0
15.32,monthly,35.52,0,on_time,17.62,76.43,28,APAC,0
,monthly,7.03,1,delayed,17.24,80.47,14,LATAM,0
15.24,annual,15.86,3,delayed,8.61,67.57,7,EU,0
23.16,monthly,24.08,0,on_time,11.61,84.14,22,NA,0
15.11,monthly,24.46,2,chargeback,20.98,122.8,13,NA,1
18.87,monthly,37.72,0,,18.94,101.33,13,,0
17.84,monthly,11.01,2,on_time,16.7,89.45,34,LATAM,0
18.36,monthly,16.09,2,on_time,11.11,115.97,18,EU,1
27.79,monthly,21.07,1,on_time,20.94,58.34,18,APAC,0
4.63,quarterly,16.3,1,delayed,9.2,103.97,22,EU,1
15.52,monthly,10.53,2,on_time,23.89,103.44,12,LATAM,1
17.39,monthly,16.76,3,failed,10.65,125.99,22,LATAM,1
16.34,monthly,19.3,1,failed,9.77,45.62,35,NA,0
13.21,annual,37.92,2,delayed,15.18,53.77,13,APAC,0
12.26,quarterly,10.78,2,on_time,16.28,61.32,17,LATAM,0
26.71,annual,30.97,1,delayed,15.58,87.65,7,MEA,0
15.5,quarterly,35.99,1,on_time,7.06,90.27,8,APAC,1
33.07,quarterly,16.36,3,,17.53,99.9,11,,0
19.7,monthly,24.86,2,,20.88,25.01,12,APAC,0
13.97,annual,28.34,1,failed,,112.7,3,APAC,1
19.87,monthly,26.52,1,on_time,5.72,90.58,37,NA,0
16.76,monthly,22.9,4,on_time,13.73,99.47,22,MEA,1
25.39,quarterly,14.53,1,chargeback,8.2,94.37,15,NA,1
7.83,monthly,29.29,2,on_time,3.41,66.42,6,LATAM,0
3.39,monthly,17.88,2,delayed,11.71,98.5,16,EU,1
18.53,monthly,22.32,1,failed,24.74,86.13,10,NA,1
21.85,monthly,23.93,3,on_time,14.5,85.76,19,EU,0
18.0,annual,31.42,1,on_time,13.36,88.03,5,APAC,0
20.71,monthly,43.21,1,on_time,19.26,81.13,29,LATAM,1
19.68,annual,13.88,1,delayed,18.67,41.31,12,EU,0
5.64,monthly,22.58,1,failed,,78.92,28,NA,0
17.97,quarterly,5.67,3,on_time,26.21,129.5,55,MEA,0
25.22,monthly,38.3,5,delayed,16.19,68.5,6,APAC,0
17.2,annual,,0,on_time,20.44,77.97,11,NA,0
6.83,monthly,18.7,0,on_time,11.43,107.36,5,LATAM,0
13.66,monthly,22.57,2,delayed,3.27,143.34,8,NA,0
19.9,monthly,23.13,0,failed,14.3,76.84,15,NA,0
28.57,monthly,13.95,1,on_time,8.39,49.64,4,,0
2.31,monthly,35.07,1,on_time,22.03,102.83,33,APAC,0
18.53,quarterly,29.09,1,on_time,6.5,61.26,9,EU,0
9.47,annual,30.63,0,on_time,15.16,83.04,19,MEA,0
19.55,quarterly,,2,on_time,18.6,100.97,35,NA,0
20.11,monthly,13.92,1,failed,17.55,70.58,5,MEA,0
14.37,monthly,20.75,1,on_time,11.99,76.38,20,NA,1
20.42,annual,30.8,1,,,96.24,23,NA,0
23.98,annual,27.52,3,delayed,5.96,103.13,4,NA,0
14.85,monthly,13.45,0,on_time,10.46,85.24,5,NA,1
6.64,annual,29.35,2,on_time,6.54,79.85,15,EU,0
25.98,monthly,11.31,3,failed,14.55,52.53,33,LATAM,1
21.8,quarterly,14.72,1,on_time,10.42,87.31,25,LATAM,0
19.95,annual,23.73,1,on_time,7.24,65.73,7,APAC,0
11.16,quarterly,9.11,3,on_time,6.46,86.2,22,NA,1
22.9,monthly,,1,on_time,5.45,123.71,34,LATAM,0
30.3,quarterly,39.07,1,on_time,14.66,52.47,8,EU,0
15.15,monthly,37.03,5,on_time,10.6,116.91,9,APAC,0
16.66,quarterly,,3,,15.15,89.45,4,APAC,0
8.54,monthly,26.96,3,,14.54,83.25,6,NA,1
10.96,quarterly,29.09,1,on_time,13.78,59.68,14,EU,0
8.48,annual,20.3,0,on_time,18.88,82.64,8,MEA,0
16.92,monthly,18.15,2,on_time,6.16,144.8,3,NA,1
13.61,monthly,31.59,3,failed,18.92,12.67,8,APAC,0
18.61,quarterly,36.98,1,on_time,17.36,29.25,46,MEA,0
9.76,monthly,30.65,2,failed,,79.05,34,,0
14.83,monthly,12.76,1,on_time,10.15,93.16,18,EU,0
9.33,monthly,,4,failed,15.24,110.31,17,EU,0
17.31,monthly,,2,on_time,17.69,96.66,32,,0
4.57,quarterly,18.43,1,on_time,6.6,38.19,18,EU,0
17.06,monthly,40.0,0,on_time,18.66,101.25,14,EU,0
14.05,monthly,8.8,0,on_time,25.43,79.17,20,,0
17.27,monthly,45.86,3,delayed,14.61,108.79,7,MEA,1
4.43,monthly,28.04,1,on_time,22.82,63.92,15,LATAM,0
20.58,monthly,16.87,2,delayed,17.85,41.11,16,APAC,1
13.91,quarterly,22.75,2,on_time,16.58,71.37,12,MEA,0
17.52,monthly,14.47,2,delayed,10.8,97.75,15,APAC,1
2.91,monthly,15.98,3,on_time,12.95,94.72,10,MEA,1
7.3,annual,,3,chargeback,9.12,76.03,6,NA,1
13.27,monthly,18.38,0,delayed,20.66,66.88,9,,1
25.63,quarterly,11.74,4,on_time,10.53,80.31,16,,0
19.69,monthly,19.56,4,,25.57,125.49,14,EU,1
16.91,monthly,7.54,1,on_time,17.63,155.46,16,,1
9.53,monthly,8.01,5,on_time,17.36,95.92,11,APAC,1
8.26,quarterly,7.9,2,on_time,,112.7,3,APAC,1
17.94,annual,,0,delayed,18.99,57.27,19,NA,0
20.9,monthly,26.46,2,on_time,13.68,121.89,13,EU,0
17.46,monthly,28.55,2,on_time,11.62,74.22,19,EU,0
27.97,monthly,22.12,3,delayed,11.06,48.53,15,NA,0
11.22,quarterly,27.57,2,on_time,7.55,116.26,9,NA,0
17.26,quarterly,34.93,0,delayed,15.06,86.51,14,EU,1
4.15,quarterly,,1,on_time,14.0,123.03,50,APAC,1
17.48,annual,40.04,1,on_time,7.12,96.42,27,EU,0
,monthly,21.59,2,delayed,18.09,47.78,17,EU,0
8.71,quarterly,28.59,0,on_time,27.77,89.17,62,APAC,0
21.89,monthly,29.74,1,on_time,6.46,58.89,8,NA,0
26.09,monthly,11.75,2,on_time,14.32,119.39,11,EU,0
11.17,annual,22.47,3,delayed,24.95,77.77,14,NA,0
19.27,monthly,1.74,1,on_time,10.34,65.57,6,APAC,0
27.06,quarterly,20.57,7,delayed,17.64,27.15,43,NA,0
17.61,quarterly,18.93,2,on_time,17.36,116.65,46,EU,0
21.51,annual,,2,on_time,18.95,66.97,22,APAC,0
3.58,monthly,17.52,1,on_time,26.0,76.67,2,LATAM,0
20.18,monthly,27.63,1,on_time,4.26,97.55,4,,0
19.62,annual,12.26,2,on_time,16.15,53.31,17,MEA,1
6.72,quarterly,42.46,1,on_time,11.99,41.49,34,APAC,1
9.25,monthly,28.24,1,on_time,14.76,89.4,10,,0
20.23,quarterly,13.17,2,on_time,15.27,57.93,19,NA,0
13.88,monthly,29.12,4,on_time,13.24,81.85,31,NA,0
23.78,quarterly,32.94,0,on_time,8.48,59.77,7,NA,0
,annual,26.06,1,on_time,8.88,41.35,29,,1
16.4,monthly,10.94,1,on_time,27.75,38.04,11,EU,0
14.81,monthly,46.61,5,on_time,6.71,86.83,12,APAC,1
18.05,annual,29.03,1,failed,22.36,103.23,17,APAC,0
21.62,quarterly,8.28,0,on_time,8.79,111.38,6,NA,1
19.74,annual,24.3,1,delayed,15.57,76.23,19,EU,0
13.04,monthly,19.58,1,on_time,26.81,123.89,8,NA,0
,annual,22.07,3,failed,19.77,62.1,7,EU,0
20.6,monthly,8.87,3,on_time,6.37,106.93,11,EU,0
18.7,monthly,22.6,0,on_time,12.98,70.22,5,NA,0
16.64,monthly,12.86,2,on_time,14.84,63.67,6,NA,0
19.5,quarterly,18.16,1,on_time,21.18,106.67,24,MEA,0
3.18,annual,26.26,2,delayed,15.28,86.5,18,EU,0
,quarterly,16.76,2,on_time,14.05,101.63,12,APAC,0
27.48,quarterly,18.81,1,on_time,25.32,42.32,6,NA,0
17.54,monthly,31.02,1,on_time,24.48,112.81,21,NA,0
16.58,monthly,12.23,2,chargeback,19.19,102.96,29,EU,0
11.83,monthly,14.87,2,delayed,11.24,72.72,64,MEA,1
19.45,monthly,8.2,0,,2.0,100.32,30,NA,0
14.63,monthly,12.95,1,delayed,7.33,114.69,10,NA,0
25.17,annual,23.42,3,failed,5.74,57.05,6,MEA,0
9.95,quarterly,29.03,3,on_time,14.63,63.58,13,EU,0
12.83,quarterly,13.13,4,,20.63,75.92,29,NA,0
11.79,monthly,28.71,2,on_time,26.85,21.8,10,APAC,1
28.84,monthly,23.16,2,on_time,,93.24,3,EU,1
14.67,monthly,6.79,2,delayed,10.74,109.5,19,MEA,1
12.16,monthly,23.92,0,on_time,16.52,99.96,10,NA,0
,monthly,,2,on_time,17.41,97.42,6,APAC,0
9.62,monthly,1.19,1,delayed,5.64,112.66,31,NA,1
19.7,monthly,44.06,5,on_time,,81.19,7,LATAM,0
19.67,quarterly,15.28,5,on_time,12.42,39.99,10,LATAM,0
11.44,monthly,3.86,1,on_time,27.78,87.62,9,LATAM,0
11.83,monthly,23.52,3,delayed,,120.44,3,LATAM,0
29.02,monthly,31.14,1,on_time,7.11,94.11,12,APAC,0
34.87,monthly,18.92,2,on_time,12.45,73.59,3,,1
,monthly,25.43,3,on_time,17.69,105.96,5,NA,1
26.91,monthly,45.32,1,delayed,13.49,94.81,6,,0
28.4,quarterly,24.26,1,on_time,12.86,77.96,4,EU,0
31.5,monthly,54.81,2,on_time,19.39,87.33,18,NA,1
13.89,annual,35.91,2,failed,23.41,67.6,15,APAC,0
9.85,monthly,,1,failed,22.3,101.22,19,APAC,0
28.83,monthly,25.21,2,on_time,13.2,58.8,3,MEA,0
9.25,monthly,18.49,0,on_time,14.01,93.24,25,EU,0
8.8,monthly,24.75,1,on_time,13.15,108.34,26,,0
8.96,monthly,28.18,4,delayed,21.34,90.66,28,APAC,0
15.08,annual,17.55,0,,12.67,81.88,14,MEA,0
2.11,monthly,6.82,4,failed,3.46,85.96,13,APAC,0
5.97,quarterly,36.53,3,delayed,17.89,98.97,19,NA,1
11.64,monthly,32.71,0,on_time,18.18,73.94,30,NA,0
7.63,monthly,6.41,2,on_time,12.57,80.35,13,MEA,1
23.44,monthly,23.88,3,failed,26.12,58.77,11,APAC,0
16.05,monthly,33.3,2,delayed,11.75,76.44,16,LATAM,1
20.04,monthly,32.16,1,delayed,23.51,27.87,13,APAC,0
19.27,annual,14.37,1,,6.97,76.32,3,APAC,0
14.55,quarterly,32.8,1,delayed,16.66,101.25,11,APAC,0
22.92,annual,,2,delayed,10.15,73.91,14,MEA,0
19.17,monthly,26.28,2,failed,14.56,109.79,17,LATAM,1
13.77,quarterly,11.89,3,on_time,19.57,121.39,18,EU,0
,monthly,0.0,0,on_time,11.58,83.55,15,NA,0
19.64,quarterly,13.45,2,on_time,10.81,56.1,22,NA,1
7.17,annual,27.9,1,delayed,13.66,103.1,42,EU,0
18.66,quarterly,19.74,2,failed,37.56,108.9,12,LATAM,0
16.55,annual,29.15,1,,16.21,86.91,18,LATAM,0
6.48,quarterly,34.17,6,on_time,15.86,69.32,33,,1
17.81,monthly,18.36,2,on_time,17.61,94.58,12,NA,0
17.34,quarterly,17.28,3,on_time,4.7,75.28,14,EU,1
17.36,monthly,0.0,3,delayed,20.53,63.46,3,LATAM,1
17.03,annual,4.98,0,on_time,19.27,84.65,11,APAC,0
11.43,quarterly,7.26,1,on_time,4.3,56.75,16,NA,0
20.14,monthly,28.12,2,failed,29.43,105.16,16,EU,0
11.19,monthly,18.47,0,on_time,15.02,91.88,13,APAC,0
8.48,monthly,16.12,1,,8.3,80.88,10,EU,1
20.72,monthly,,2,on_time,16.88,82.84,16,LATAM,0
22.56,monthly,13.43,2,on_time,9.55,53.95,29,MEA,0
20.24,quarterly,32.16,3,on_time,5.34,55.63,10,NA,0
14.55,monthly,23.03,1,on_time,13.36,132.52,6,NA,1
2.42,annual,32.9,3,on_time,13.63,71.8,28,EU,0
26.37,monthly,0.0,0,on_time,5.55,44.13,17,NA,1
2.31,monthly,27.86,2,on_time,,109.72,5,EU,1
20.1,monthly,16.68,1,on_time,8.8,55.32,21,NA,0
30.77,annual,18.9,1,on_time,12.86,90.13,23,NA,0
17.05,monthly,36.88,4,,18.89,125.28,4,LATAM,0
18.04,monthly,17.71,1,on_time,15.85,77.92,19,NA,0
18.66,monthly,27.41,1,delayed,14.8,116.42,26,,0
,quarterly,10.8,2,on_time,4.05,104.55,7,NA,0
32.45,monthly,22.4,3,on_time,14.83,128.05,10,NA,0
10.1,quarterly,4.5,2,on_time,8.47,100.29,28,NA,0
9.22,quarterly,21.37,2,on_time,4.69,69.2,24,NA,0
13.71,quarterly,,4,,20.27,25.68,12,EU,1
28.19,monthly,34.17,3,on_time,,61.82,19,LATAM,0
11.96,monthly,13.0,0,on_time,15.56,69.94,10,LATAM,0
19.01,monthly,16.18,0,delayed,12.08,111.79,29,NA,0
23.5,monthly,14.91,2,on_time,9.28,118.0,5,NA,0
21.45,quarterly,19.21,3,on_time,22.32,53.31,4,NA,0
23.13,monthly,11.4,2,delayed,11.4,118.24,16,APAC,0
25.93,monthly,0.0,1,on_time,11.8,62.34,14,,0
18.16,monthly,10.53,3,on_time,10.59,60.67,65,NA,0
12.8,monthly,21.46,0,on_time,16.06,45.26,18,LATAM,0
17.03,monthly,20.37,2,on_time,14.04,93.46,6,LATAM,1
13.63,quarterly,28.07,1,failed,10.79,67.6,9,APAC,1
33.65,monthly,31.26,3,,9.46,120.76,8,NA,0
12.27,annual,17.05,1,on_time,14.75,52.72,7,EU,0
19.38,quarterly,4.56,0,delayed,11.1,104.5,16,NA,1
5.49,monthly,26.44,0,on_time,25.35,50.05,12,APAC,0
16.93,monthly,21.89,1,on_time,11.85,112.89,10,APAC,0
13.99,monthly,19.16,3,on_time,17.01,87.28,34,NA,0
20.73,monthly,35.42,1,on_time,14.45,92.2,15,,0
20.91,monthly,26.96,2,on_time,13.27,73.96,1,EU,0
25.92,annual,23.35,0,on_time,20.4,65.14,27,APAC,1
25.36,quarterly,23.8,1,,18.48,97.91,53,NA,0
15.54,monthly,31.35,2,delayed,18.37,134.64,6,EU,1
9.39,monthly,14.41,2,delayed,,54.61,30,NA,0
10.21,monthly,12.32,1,,5.31,74.46,5,APAC,1
18.12,annual,19.42,0,on_time,17.64,60.16,3,,0
17.1,monthly,9.04,2,chargeback,13.52,41.67,6,NA,1
17.81,quarterly,21.5,3,on_time,11.92,41.32,12,APAC,0
12.25,quarterly,23.07,1,delayed,35.76,63.49,21,APAC,0
26.06,monthly,21.24,1,delayed,6.16,72.91,8,APAC,0
5.69,monthly,18.02,2,on_time,14.46,123.65,8,APAC,1
11.87,monthly,,2,on_time,13.97,111.7,13,APAC,1
8.46,annual,32.35,0,,14.51,54.93,11,APAC,0
14.54,monthly,20.93,2,delayed,8.92,105.64,37,NA,0
24.73,quarterly,23.02,0,on_time,16.35,61.62,18,NA,0
13.99,quarterly,37.14,2,delayed,8.26,81.54,12,EU,1
16.71,annual,15.57,0,on_time,16.7,83.76,31,NA,0
20.65,monthly,11.38,1,,,143.08,30,EU,1
13.65,monthly,24.5,3,on_time,13.53,91.53,12,EU,0
18.68,quarterly,26.55,1,delayed,14.56,42.62,30,NA,0
17.76,monthly,27.37,2,on_time,24.5,104.84,25,APAC,0
8.08,annual,31.11,3,on_time,18.47,104.26,23,APAC,0
12.75,monthly,13.94,1,on_time,16.04,108.88,6,APAC,1
18.48,monthly,6.51,1,on_time,17.55,56.16,12,MEA,0
24.98,quarterly,15.57,1,on_time,15.24,87.48,15,NA,1
24.97,monthly,28.4,1,on_time,18.31,83.5,11,NA,1
30.67,monthly,,1,delayed,11.36,133.55,13,NA,0
19.4,monthly,0.73,2,,28.26,101.27,17,EU,1
13.11,monthly,23.59,2,on_time,16.13,132.07,3,NA,1
15.55,annual,,0,on_time,31.96,57.72,13,LATAM,0
15.2,monthly,3.0,1,on_time,28.3,77.93,29,NA,0
13.14,monthly,22.82,1,on_time,11.98,68.95,32,EU,0
18.68,monthly,17.75,0,on_time,16.44,111.4,3,EU,0
19.01,annual,40.44,1,on_time,17.19,104.32,32,NA,0
7.78,monthly,22.98,5,on_time,20.6,94.94,6,APAC,0
23.62,annual,28.45,2,,15.79,77.99,22,APAC,0
3.14,annual,21.81,1,failed,22.24,86.13,16,APAC,0
14.44,monthly,15.43,2,on_time,4.45,45.29,45,APAC,0
24.05,quarterly,16.64,0,,11.34,72.49,4,EU,1
,quarterly,33.89,0,on_time,13.85,74.74,68,EU,0
13.5,monthly,30.23,2,on_time,11.0,83.62,23,APAC,1
29.78,monthly,5.63,4,on_time,4.61,65.74,18,EU,0
12.92,quarterly,8.27,2,delayed,20.3,60.22,8,EU,0
1.99,quarterly,8.88,3,on_time,8.36,39.26,7,NA,1
19.17,quarterly,33.66,3,on_time,10.95,96.1,30,APAC,0
3.55,annual,2.95,4,on_time,19.53,41.03,17,,0
,monthly,30.65,1,on_time,22.35,111.98,3,,0
20.36,quarterly,26.38,2,failed,11.61,93.07,13,NA,0
12.77,annual,,3,on_time,8.78,97.94,33,EU,0
20.06,monthly,16.8,0,on_time,10.12,59.03,4,NA,1
7.89,monthly,35.07,3,on_time,21.69,136.19,21,NA,1
22.01,monthly,23.25,1,on_time,22.03,146.15,20,NA,0
4.16,annual,6.11,2,on_time,17.02,76.36,28,APAC,0
25.23,monthly,8.68,1,on_time,16.48,95.02,15,NA,0
12.67,quarterly,3.91,2,on_time,7.09,83.64,8,NA,0
26.72,monthly,,1,on_time,17.79,112.21,27,,0
10.12,monthly,37.67,1,on_time,19.71,106.19,14,NA,0
29.47,quarterly,33.95,1,,15.99,34.29,7,MEA,0
9.3,monthly,20.43,0,on_time,16.21,60.85,16,EU,1
3.44,annual,,0,delayed,8.81,85.5,34,APAC,0
16.3,monthly,,4,on_time,22.01,105.66,2,EU,0
24.64,annual,11.12,2,failed,,79.36,11,EU,1
21.54,monthly,,0,failed,14.9,36.49,15,LATAM,0
24.14,annual,,1,on_time,17.75,89.63,24,NA,0
21.67,quarterly,,1,on_time,21.85,135.1,10,LATAM,0
10.26,monthly,16.63,1,delayed,,19.71,9,EU,0
21.36,monthly,,1,on_time,21.84,110.3,9,EU,0
16.65,monthly,9.16,3,on_time,13.19,135.3,10,LATAM,1
11.03,quarterly,35.07,1,on_time,28.94,110.42,22,NA,0
,quarterly,24.55,0,on_time,21.53,81.74,10,MEA,0
15.61,monthly,18.09,2,delayed,12.88,109.11,10,MEA,0
25.91,monthly,17.32,3,delayed,,81.57,5,NA,0
12.4,quarterly,13.74,0,,19.56,99.18,7,NA,1
12.07,monthly,8.76,2,delayed,12.2,86.33,18,LATAM,0
11.11,quarterly,44.79,2,on_time,7.34,87.12,18,NA,0
29.28,monthly,40.9,3,on_time,15.5,62.67,13,APAC,0
11.5,quarterly,12.96,2,chargeback,2.0,71.03,13,NA,0
25.08,annual,2.71,0,failed,17.15,116.54,6,NA,0
8.78,monthly,23.86,1,delayed,18.83,66.65,21,EU,0
,monthly,20.38,1,delayed,13.4,29.24,11,APAC,1
17.84,monthly,28.91,4,on_time,21.9,182.43,17,APAC,1
24.63,monthly,31.4,4,on_time,20.11,71.78,30,APAC,0
23.62,monthly,9.13,1,failed,8.89,76.48,21,,1
,annual,36.08,0,on_time,15.27,65.47,16,EU,0
,quarterly,18.12,0,,11.88,84.45,14,NA,0
27.37,monthly,28.69,3,on_time,13.06,62.74,9,NA,1
11.54,quarterly,19.12,1,on_time,21.88,125.7,9,NA,0
1.0,monthly,32.15,0,on_time,18.75,78.41,8,APAC,1
2.99,quarterly,0.0,1,on_time,10.69,54.72,28,NA,0
4.69,monthly,30.12,1,on_time,16.35,10.0,7,NA,0
20.17,quarterly,12.85,1,on_time,10.47,114.66,10,APAC,0
31.5,annual,22.81,2,on_time,12.09,64.49,14,NA,0
1.72,quarterly,35.69,1,,24.24,94.52,42,MEA,0
10.52,annual,13.17,0,delayed,30.28,52.19,5,EU,0
16.62,monthly,11.44,4,on_time,25.67,86.63,5,NA,0
26.82,annual,17.91,4,on_time,16.66,74.91,27,LATAM,0
10.48,monthly,17.21,6,on_time,16.1,109.78,19,APAC,0
,quarterly,10.45,2,on_time,21.12,88.64,16,LATAM,0
14.25,monthly,23.17,2,delayed,15.61,52.56,23,EU,0
34.25,monthly,23.74,2,on_time,6.44,151.27,7,EU,1
17.01,monthly,27.09,1,on_time,25.91,96.17,23,APAC,1
18.49,monthly,12.98,3,delayed,7.87,57.54,19,EU,0
16.59,quarterly,11.62,2,on_time,22.25,89.3,10,APAC,0
13.1,annual,20.7,2,delayed,19.56,85.46,14,NA,0
22.65,annual,19.3,2,failed,26.16,87.8,6,NA,0
7.89,monthly,19.52,1,on_time,20.18,94.17,22,NA,1
1.99,annual,14.22,2,failed,11.47,81.78,5,APAC,0
14.95,monthly,25.63,2,on_time,21.51,109.7,5,NA,1
21.71,monthly,11.63,0,on_time,12.82,104.38,10,MEA,0
,annual,20.66,1,on_time,,94.41,2,NA,0
17.31,monthly,18.63,0,on_time,4.01,34.26,14,EU,0
7.46,monthly,21.63,2,on_time,14.26,35.44,17,NA,0
23.44,monthly,35.04,3,on_time,4.87,61.79,30,APAC,1
20.56,monthly,7.54,2,on_time,23.62,77.04,11,LATAM,1
,quarterly,0.0,1,on_time,5.57,62.72,15,EU,0
17.18,monthly,15.46,0,on_time,12.72,55.56,14,EU,0
6.24,monthly,9.34,2,on_time,12.98,90.69,25,APAC,0
6.56,monthly,,2,on_time,16.03,59.56,40,NA,0
15.15,monthly,,4,on_time,9.8,16.7,16,APAC,0
19.6,quarterly,28.16,2,delayed,21.81,45.97,11,APAC,0
19.95,annual,29.34,2,on_time,15.98,60.23,16,NA,0
13.46,quarterly,18.86,1,delayed,14.89,76.77,14,APAC,0
21.22,annual,26.63,0,on_time,11.1,98.25,5,,0
25.95,monthly,17.35,3,on_time,18.3,96.17,10,NA,0
15.38,annual,30.96,3,failed,23.38,25.07,19,NA,1
18.17,monthly,24.08,1,on_time,31.17,124.67,24,EU,0
14.55,monthly,21.6,2,on_time,9.35,78.42,45,APAC,0
15.12,quarterly,22.43,1,on_time,14.18,85.94,4,APAC,0
17.19,monthly,38.12,3,on_time,3.56,87.39,19,EU,1
27.92,annual,23.84,3,on_time,19.08,54.11,4,NA,0
22.41,quarterly,10.67,0,on_time,6.81,99.78,36,NA,0
21.78,annual,,2,on_time,16.65,26.5,13,NA,0
12.82,monthly,27.38,0,failed,22.41,121.52,21,NA,0
9.71,monthly,20.41,2,on_time,12.53,89.25,3,NA,1
18.73,quarterly,21.43,3,on_time,9.41,94.17,17,NA,0
24.71,monthly,10.27,1,delayed,22.91,98.75,31,APAC,0
28.06,monthly,23.07,1,on_time,19.26,71.64,26,APAC,1
1.0,quarterly,8.64,0,failed,8.22,119.59,15,NA,1
33.12,annual,19.24,0,on_time,15.84,57.32,7,APAC,0
18.92,quarterly,14.64,0,on_time,9.88,55.98,20,NA,0
22.36,monthly,32.81,2,failed,21.36,88.17,17,EU,0
,monthly,39.05,0,on_time,15.74,45.42,30,MEA,0
14.34,quarterly,9.41,4,delayed,24.17,68.14,7,EU,0
21.76,monthly,21.95,2,on_time,9.41,91.3,18,NA,0
7.78,monthly,18.59,3,,16.36,104.58,22,NA,1
1.0,monthly,27.11,1,on_time,14.93,82.95,3,APAC,0
18.35,monthly,23.06,0,on_time,16.53,58.68,10,NA,1
15.65,monthly,17.74,0,on_time,11.6,74.56,21,MEA,0
26.09,monthly,23.03,1,failed,2.0,65.29,8,EU,0
14.88,quarterly,19.64,0,on_time,19.07,81.27,30,NA,0
15.39,monthly,39.48,0,,15.32,66.63,32,,0
20.88,quarterly,13.27,0,failed,10.01,56.64,12,APAC,0
23.23,monthly,24.83,2,on_time,11.99,53.15,2,EU,1
